16
0 1 0 97
1 0 0 97
2 0 0 97
3 0 0 97
100 0 0 97
4 1 0 19963
5 1 0 19963
6 1 0 19963
101 1 0 19963
7 0 0 0
8 0 0 0
102 0 0 0
10 1 0 4
11 1 0 4
12 0 0 4
103 0 0 4
